ROS Processes Log
iteration: 213 ; CPU: 3.50% ; MEM: 350.18 MB
iteration: 214 ; CPU: 3.50% ; MEM: 350.18 MB
iteration: 215 ; CPU: 3.50% ; MEM: 350.27 MB
iteration: 216 ; CPU: 3.50% ; MEM: 350.29 MB
iteration: 217 ; CPU: 3.50% ; MEM: 350.37 MB
iteration: 218 ; CPU: 3.33% ; MEM: 350.37 MB
iteration: 219 ; CPU: 3.33% ; MEM: 350.37 MB
iteration: 220 ; CPU: 3.33% ; MEM: 350.37 MB
iteration: 221 ; CPU: 3.33% ; MEM: 350.46 MB
iteration: 222 ; CPU: 3.33% ; MEM: 350.46 MB
iteration: 223 ; CPU: 3.50% ; MEM: 350.46 MB
iteration: 224 ; CPU: 3.50% ; MEM: 350.46 MB
iteration: 225 ; CPU: 3.33% ; MEM: 350.46 MB
iteration: 226 ; CPU: 3.33% ; MEM: 350.53 MB
iteration: 227 ; CPU: 3.33% ; MEM: 350.53 MB
iteration: 228 ; CPU: 3.33% ; MEM: 350.53 MB
iteration: 229 ; CPU: 3.33% ; MEM: 350.53 MB
iteration: 230 ; CPU: 3.33% ; MEM: 350.53 MB
iteration: 231 ; CPU: 3.33% ; MEM: 350.64 MB
iteration: 232 ; CPU: 3.16% ; MEM: 350.64 MB
iteration: 233 ; CPU: 3.16% ; MEM: 350.64 MB
iteration: 234 ; CPU: 3.16% ; MEM: 350.64 MB
iteration: 235 ; CPU: 3.16% ; MEM: 350.71 MB
iteration: 236 ; CPU: 3.00% ; MEM: 350.71 MB
iteration: 237 ; CPU: 3.16% ; MEM: 350.71 MB
iteration: 238 ; CPU: 3.16% ; MEM: 350.83 MB
iteration: 239 ; CPU: 3.16% ; MEM: 350.83 MB
iteration: 240 ; CPU: 3.16% ; MEM: 350.83 MB
iteration: 241 ; CPU: 3.00% ; MEM: 350.83 MB
iteration: 242 ; CPU: 3.00% ; MEM: 350.83 MB
iteration: 243 ; CPU: 3.00% ; MEM: 350.91 MB
iteration: 244 ; CPU: 3.00% ; MEM: 350.91 MB
iteration: 245 ; CPU: 3.00% ; MEM: 350.91 MB
iteration: 246 ; CPU: 3.00% ; MEM: 350.91 MB
iteration: 247 ; CPU: 3.00% ; MEM: 350.91 MB
iteration: 248 ; CPU: 3.00% ; MEM: 350.91 MB
